0.009	47.703
0.018	49.177
0.031	50.479
0.041	51.605
0.055	52.335
0.073	52.669
0.091	51.645
0.102	50.353
0.114	48.872
0.126	47.498
0.133	45.985
0.143	44.224
0.150	42.264
0.163	40.349
0.172	38.312
0.181	36.833
0.189	34.903
0.201	32.934
0.221	30.985
0.236	29.575
0.255	28.185
0.276	27.969
0.298	28.358
0.329	28.999
0.348	29.416
0.370	28.432
0.387	27.125
0.399	25.554
0.409	23.607
0.421	21.888
0.434	19.909
0.445	17.528
0.458	15.355
0.469	12.959
0.480	10.658
0.494	8.736
0.515	6.798
0.536	5.094
0.551	4.311
0.579	5.061
0.590	6.331
0.601	8.082
0.613	9.533
0.621	11.595
0.633	13.374
0.637	15.011
0.650	17.018
0.665	19.801
0.677	22.860
0.692	24.810
0.715	26.581
0.747	27.558
0.771	28.003
0.801	27.508
0.833	27.374
0.863	27.934
0.896	29.447
0.912	30.732
0.932	32.161
0.960	33.601
0.985	34.087
1.021	33.290
1.034	32.004
1.055	30.649
1.076	29.471
1.097	28.424
1.125	28.102
1.148	28.558
1.171	30.096
1.181	31.971
1.198	34.399
1.214	36.930
1.226	39.272
1.246	42.203
1.259	44.894
1.277	46.689
1.295	48.525
1.322	50.008
1.342	49.844
1.366	47.984
1.387	45.609
1.398	43.990
1.413	41.827
1.430	39.660
1.446	37.355
1.468	35.404
1.484	33.819
1.511	33.191
1.541	33.634
1.562	35.085
1.589	36.083
1.612	37.176
1.638	37.566
1.663	36.043
1.684	34.184
1.697	31.808
1.713	29.151
1.727	26.759
1.739	24.296
1.754	21.542
1.765	18.837
1.784	15.625
1.805	12.624
1.821	10.421
1.840	8.782
1.868	8.526
1.887	10.067
1.908	11.789
1.921	13.850
1.934	15.540
1.955	17.015
1.983	18.081
2.010	17.935
2.037	16.523
2.059	14.141
2.080	10.936
2.098	8.571
2.111	6.731
2.138	4.687
2.156	4.354
2.176	5.840
2.200	8.050
2.207	9.849
2.225	12.863
2.241	14.072
2.253	17.149
2.267	18.906
2.280	20.903
2.299	22.299
2.334	23.769
2.363	23.802
2.386	22.537
2.404	21.288
2.428	19.617
2.447	18.942
2.473	19.213
2.494	21.049
2.509	23.278
2.527	26.037
2.541	28.202
2.557	30.690
2.572	32.580
2.589	34.731
2.612	36.731
2.640	37.436
2.663	35.538
2.684	32.951
2.698	30.935
2.718	27.611
2.732	25.792
2.749	23.825
2.771	22.718
2.797	23.251
2.815	25.858
2.824	27.549
2.844	30.792
2.851	32.299
2.865	34.996
2.875	36.573
2.884	38.644
2.895	40.246
2.905	41.780
2.923	43.930
2.949	45.042
2.968	44.557
2.978	43.030
2.989	41.844
2.994	40.636
