0.004	6.076
0.048	3.189
0.097	0.861
0.151	4.847
0.179	9.268
0.203	13.013
0.246	14.801
0.296	14.553
0.317	11.941
0.334	9.248
0.358	6.976
0.399	3.644
0.449	5.333
0.484	8.347
0.504	9.918
0.519	12.594
0.537	15.088
0.547	16.658
0.595	17.621
0.617	15.366
0.629	13.481
0.642	11.648
0.666	9.454
0.683	7.607
0.704	5.651
0.746	2.826
0.790	5.666
0.811	8.348
0.827	10.981
0.846	13.437
0.893	14.920
0.941	14.348
0.958	11.908
0.975	9.781
0.986	7.115
1.005	4.924
1.041	0.764
1.090	1.778
1.137	5.808
1.157	9.138
1.176	12.532
1.185	13.889
1.234	15.695
1.266	12.497
1.287	9.783
1.309	7.527
1.329	5.256
1.351	3.375
1.381	1.452
1.421	3.983
1.443	6.147
1.449	8.613
1.468	11.193
1.478	14.193
1.534	16.699
1.584	16.976
1.603	14.259
1.622	11.217
1.639	8.585
1.656	6.479
1.684	3.859
1.731	5.411
1.761	8.282
1.774	9.762
1.793	12.707
1.807	15.203
1.829	18.329
1.878	19.992
1.896	17.361
1.922	14.216
1.952	11.187
1.970	8.991
1.987	6.824
2.025	4.175
2.081	7.620
2.090	10.460
2.109	13.218
2.127	16.091
2.173	19.000
2.222	16.789
2.237	13.978
2.250	11.723
2.263	9.748
2.274	7.435
2.297	4.747
2.320	1.972
2.376	3.417
2.394	6.086
2.427	8.601
2.441	11.459
2.454	13.550
2.467	15.846
2.518	16.554
2.540	13.646
2.552	10.915
2.568	9.053
2.594	6.613
2.612	4.851
2.658	2.196
2.697	4.829
2.718	7.136
2.735	9.846
2.747	12.027
2.760	14.775
2.767	16.265
2.820	18.681
2.864	17.075
2.881	14.228
2.898	11.782
2.905	9.829
2.928	7.689
2.956	4.941
3.000	7.127
3.025	8.955
3.056	11.763
3.073	14.466
3.085	16.686
3.099	18.917
3.111	20.259
3.158	20.145
3.179	17.143
3.195	14.439
3.212	11.903
3.236	9.869
3.260	8.040
3.305	5.608
3.333	8.452
3.359	10.709
3.378	13.223
3.386	15.446
3.407	16.992
3.453	17.285
3.499	15.194
3.522	11.813
3.536	9.673
3.551	6.936
3.568	4.924
3.607	2.356
3.650	4.974
3.669	6.936
3.698	9.111
3.720	11.853
3.734	13.878
3.752	15.625
3.803	14.693
3.818	12.454
3.832	10.461
3.843	8.062
3.853	6.907
3.885	5.296
3.895	4.676
3.949	3.484
3.969	6.145
3.987	8.062
4.006	10.011
4.012	11.944
4.025	13.593
4.044	15.746
4.049	16.989
4.091	17.688
